"Latest: Time (s)","Latest: Potential 1 (V)","Latest: Potential 2 (V)"
0.78,-3.160,-6.084
0.79,-3.160,-6.084
0.80,-3.148,-6.084
0.81,-3.157,-6.084
0.82,-3.166,-6.084
0.83,-3.148,-6.084
0.84,-3.151,-6.084
0.85,-3.148,-6.084
0.86,-3.151,-6.084
0.87,-3.154,-6.084
0.88,-3.163,-6.084
0.89,-3.157,-6.084
0.90,-3.157,-6.084
0.91,-3.160,-6.084
0.92,-3.160,-6.084
0.93,-3.160,-6.084
0.94,-3.169,-6.084
0.95,-3.166,-6.084
0.96,-3.148,-6.084
0.97,-3.151,-6.084
0.98,-3.151,-6.084
0.99,-3.151,-6.084
1.00,-3.151,-6.084
1.01,-3.172,-6.084
1.02,-3.154,-6.084
1.03,-3.154,-6.084
1.04,-3.157,-6.084
1.05,-3.154,-6.084
1.06,-3.160,-6.084
1.07,-3.172,-6.084
1.08,-3.172,-6.084
1.09,-3.151,-6.084
1.10,-3.151,-6.084
1.11,-3.148,-6.084
1.12,-3.151,-6.084
1.13,-3.151,-6.084
1.14,-3.166,-6.084
1.15,-3.154,-6.084
1.16,-3.154,-6.084
1.17,-3.157,-6.084
1.18,-3.157,-6.084
1.19,-3.157,-6.084
1.20,-3.169,-6.084
1.21,-3.172,-6.084
1.22,-3.160,-6.084
1.23,-3.151,-6.084
1.24,-3.151,-6.084
1.25,-3.154,-6.084
1.26,-3.154,-6.084
1.27,-3.166,-6.084
1.28,-3.157,-6.084
1.29,-3.154,-6.084
1.30,-3.154,-6.084
1.31,-3.157,-6.084
1.32,-3.157,-6.084
1.33,-3.163,-6.084
1.34,-3.172,-6.084
1.35,-3.160,-6.084
1.36,-3.160,-6.084
1.37,-3.151,-6.084
1.38,-3.151,-6.084
1.39,-3.151,-6.084
1.40,-3.166,-6.084
1.41,-3.160,-6.084
1.42,-3.151,-6.084
1.43,-3.154,-6.084
1.44,-3.154,-6.084
1.45,-3.160,-6.084
1.46,-3.157,-6.084
1.47,-3.172,-6.084
1.48,-3.160,-6.084
1.49,-3.160,-6.084
1.50,-3.160,-6.084
1.51,-3.154,-6.084
1.52,-3.154,-6.084
1.53,-3.166,-6.084
1.54,-3.163,-6.084
1.55,-3.151,-6.084
1.56,-3.157,-6.084
1.57,-3.154,-6.084
1.58,-3.157,-6.084
1.59,-3.157,-6.084
1.60,-3.169,-6.084
1.61,-3.160,-6.084
1.62,-3.160,-6.084
1.63,-3.163,-6.084
1.64,-3.157,-6.084
1.65,-3.154,-6.084
1.66,-3.157,-6.084
1.67,-3.172,-6.084
1.68,-3.154,-6.084
1.69,-3.154,-6.084
1.70,-3.154,-6.084
1.71,-3.157,-6.084
1.72,-3.160,-6.084
1.73,-3.166,-6.084
1.74,-3.172,-6.084
1.75,-3.160,-6.084
1.76,-3.163,-6.084
1.77,-3.157,-6.084
1.78,-3.154,-6.084
1.79,-3.154,-6.084
1.80,-3.166,-6.084
1.81,-3.160,-6.084
1.82,-3.154,-6.084
1.83,-3.154,-6.084
1.84,-3.157,-6.084
1.85,-3.160,-6.084
1.86,-3.160,-6.084
1.87,-3.172,-6.084
1.88,-3.166,-6.084
1.89,-3.160,-6.084
1.90,-3.157,-6.084
1.91,-3.157,-6.084
1.92,-3.154,-6.084
1.93,-3.157,-6.084
1.94,-3.172,-6.084
1.95,-3.154,-6.084
1.96,-3.157,-6.084
1.97,-3.154,-6.084
1.98,-3.160,-6.084
1.99,-3.160,-6.084
2.00,-3.169,-6.084
2.01,-3.172,-6.084
2.02,-3.160,-6.084
2.03,-3.160,-6.084
2.04,-3.157,-6.084
2.05,-3.151,-6.084
2.06,-3.157,-6.084
2.07,-3.172,-6.084
2.08,-3.157,-6.084
2.09,-3.154,-6.084
2.10,-3.157,-6.084
2.11,-3.160,-6.084
2.12,-3.160,-6.084
2.13,-3.169,-6.084
2.14,-3.172,-6.084
2.15,-3.160,-6.084
2.16,-3.160,-6.084
2.17,-3.157,-6.084
2.18,-3.157,-6.084
2.19,-3.157,-6.084
2.20,-3.166,-6.084
2.21,-3.160,-6.084
2.22,-3.154,-6.084
2.23,-3.157,-6.084
2.24,-3.157,-6.084
2.25,-3.157,-6.084
2.26,-3.163,-6.084
2.27,-3.175,-6.084
2.28,-3.160,-6.084
2.29,-3.166,-6.084
2.30,-3.157,-6.084
2.31,-3.157,-6.084
2.32,-3.157,-6.084
2.33,-3.166,-6.084
2.34,-3.163,-6.084
2.35,-3.154,-6.084
2.36,-3.157,-6.084
2.37,-3.160,-6.084
2.38,-3.160,-6.084
2.39,-3.166,-6.084
2.40,-3.172,-6.084
2.41,-3.160,-6.084
2.42,-3.160,-6.084
2.43,-3.166,-6.084
2.44,-3.157,-6.084
2.45,-3.157,-6.084
2.46,-3.172,-6.084
2.47,-3.157,-6.084
2.48,-3.157,-6.084
2.49,-3.157,-6.084
2.50,-3.160,-6.084
2.51,-3.160,-6.084
2.52,-3.172,-6.084
2.53,-3.160,-6.084
2.54,-3.160,-6.084
2.55,-3.166,-6.084
2.56,-3.166,-6.084
2.57,-3.163,-6.084
2.58,-3.166,-6.084
2.59,-3.160,-6.084
2.60,-3.157,-6.084
2.61,-3.157,-6.084
2.62,-3.157,-6.084
2.63,-3.160,-6.084
2.64,-3.169,-6.084
2.65,-3.169,-6.084
2.66,-3.160,-6.084
2.67,-3.160,-6.084
2.68,-3.172,-6.084
2.69,-3.166,-6.084
2.70,-3.169,-6.084
2.71,-3.169,-6.084
2.72,-3.157,-6.084
2.73,-3.157,-6.084
2.74,-3.154,-6.084
2.75,-3.157,-6.084
2.76,-3.169,-6.084
2.77,-3.169,-6.084
2.78,-3.160,-6.084
2.79,-3.160,-6.084
2.80,-3.163,-6.084
2.81,-3.166,-6.084
2.82,-3.172,-6.084
2.83,-3.169,-6.084
2.84,-3.154,-6.084
2.85,-3.157,-6.084
2.86,-3.157,-6.084
2.87,-3.157,-6.084
2.88,-3.169,-6.084
2.89,-3.160,-6.084
2.90,-3.157,-6.084
2.91,-3.160,-6.084
2.92,-3.163,-6.084
2.93,-3.163,-6.084
2.94,-3.178,-6.084
2.95,-3.160,-6.084
2.96,-3.157,-6.084
2.97,-3.160,-6.084
2.98,-3.157,-6.084
2.99,-3.160,-6.084
3.00,-3.172,-6.084
3.01,-3.157,-6.084
3.02,-3.160,-6.084
3.03,-3.160,-6.084
3.04,-3.160,-6.084
3.05,-3.169,-6.084
3.06,-3.172,-6.084
3.07,-3.166,-6.084
3.08,-3.166,-6.084
3.09,-3.160,-6.084
3.10,-3.157,-6.084
3.11,-3.172,-6.084
3.12,-3.157,-6.084
3.13,-3.160,-6.084
3.14,-3.160,-6.084
3.15,-3.160,-6.084
3.16,-3.169,-6.084
3.17,-3.169,-6.084
3.18,-3.160,-6.084
3.19,-3.169,-6.084
3.20,-3.166,-6.084
3.21,-3.169,-6.084
3.22,-3.172,-6.084
3.23,-3.160,-6.084
3.24,-3.160,-6.084
3.25,-3.160,-6.084
3.26,-3.160,-6.084
3.27,-3.172,-6.084
3.28,-3.160,-6.084
3.29,-3.160,-6.084
3.30,-3.160,-6.084
3.31,-3.166,-6.084
3.32,-3.175,-6.084
3.33,-3.172,-6.084
3.34,-3.163,-6.084
3.35,-3.160,-6.084
3.36,-3.160,-6.084
3.37,-3.160,-6.084
3.38,-3.172,-6.084
3.39,-3.160,-6.084
3.40,-3.160,-6.084
3.41,-3.160,-6.084
3.42,-3.163,-6.084
3.43,-3.175,-6.084
3.44,-3.160,-6.084
3.45,-3.166,-6.084
3.46,-3.172,-6.084
3.47,-3.169,-6.084
3.48,-3.172,-6.084
3.49,-3.160,-6.084
3.50,-3.160,-6.084
3.51,-3.160,-6.084
3.52,-3.160,-6.084
3.53,-3.172,-6.084
3.54,-3.160,-6.084
3.55,-3.163,-6.084
3.56,-3.163,-6.084
3.57,-3.166,-6.084
3.58,-3.184,-6.084
3.59,-3.166,-6.084
3.60,-3.163,-6.084
3.61,-3.160,-6.084
3.62,-3.160,-6.084
3.63,-3.172,-6.084
3.64,-3.160,-6.084
3.65,-3.160,-6.084
3.66,-3.160,-6.084
3.67,-3.163,-6.084
3.68,-3.172,-6.084
3.69,-3.166,-6.084
3.70,-3.166,-6.084
3.71,-3.172,-6.084
3.72,-3.178,-6.084
3.73,-3.166,-6.084
3.74,-3.160,-6.084
3.75,-3.160,-6.084
3.76,-3.160,-6.084
3.77,-3.172,-6.084
3.78,-3.160,-6.084
3.79,-3.160,-6.084
3.80,-3.163,-6.084
3.81,-3.169,-6.084
3.82,-3.172,-6.084
3.83,-3.163,-6.084
3.84,-3.172,-6.084
3.85,-3.172,-6.084
3.86,-3.181,-6.084
3.87,-3.160,-6.084
3.88,-3.160,-6.084
3.89,-3.160,-6.084
3.90,-3.160,-6.084
3.91,-3.172,-6.084
3.92,-3.160,-6.084
3.93,-3.163,-6.084
3.94,-3.166,-6.084
3.95,-3.175,-6.084
3.96,-3.163,-6.084
3.97,-3.172,-6.084
3.98,-3.172,-6.084
3.99,-3.169,-6.084
4.00,-3.172,-6.084
4.01,-3.160,-6.084
4.02,-3.163,-6.084
4.03,-3.160,-6.084
4.04,-3.172,-6.084
4.05,-3.160,-6.084
4.06,-3.160,-6.084
4.07,-3.166,-6.084
4.08,-3.175,-6.084
4.09,-3.160,-6.084
4.10,-3.172,-6.084
4.11,-3.172,-6.084
4.12,-3.169,-6.084
4.13,-3.169,-6.084
4.14,-3.160,-6.084
4.15,-3.163,-6.084
4.16,-3.163,-6.084
4.17,-3.172,-6.084
4.18,-3.163,-6.084
4.19,-3.163,-6.084
4.20,-3.166,-6.084
4.21,-3.178,-6.084
4.22,-3.166,-6.084
4.23,-3.169,-6.084
4.24,-3.175,-6.084
4.25,-3.184,-6.084
4.26,-3.163,-6.084
4.27,-3.160,-6.084
4.28,-3.160,-6.084
4.29,-3.172,-6.084
4.30,-3.160,-6.084
4.31,-3.163,-6.084
4.32,-3.163,-6.084
4.33,-3.175,-6.084
4.34,-3.163,-6.084
4.35,-3.166,-6.084
4.36,-3.169,-6.084
4.37,-3.184,-6.084
4.38,-3.172,-6.084
4.39,-3.169,-6.084
4.40,-3.163,-6.084
4.41,-3.175,-6.084
4.42,-3.160,-6.084
4.43,-3.163,-6.084
4.44,-3.163,-6.084
4.45,-3.178,-6.084
4.46,-3.163,-6.084
4.47,-3.166,-6.084
4.48,-3.169,-6.084
4.49,-3.178,-6.084
4.50,-3.166,-6.084
4.51,-3.175,-6.084
4.52,-3.172,-6.084
4.53,-3.181,-6.084
4.54,-3.160,-6.084
4.55,-3.163,-6.084
4.56,-3.166,-6.084
4.57,-3.166,-6.084
4.58,-3.163,-6.084
4.59,-3.166,-6.084
4.60,-3.175,-6.084
4.61,-3.163,-6.084
4.62,-3.169,-6.084
4.63,-3.169,-6.084
4.64,-3.181,-6.084
4.65,-3.172,-6.084
4.66,-3.172,-6.084
4.67,-3.172,-6.084
4.68,-3.172,-6.084
4.69,-3.163,-6.084
4.70,-3.166,-6.084
4.71,-3.175,-6.084
4.72,-3.163,-6.084
4.73,-3.166,-6.084
4.74,-3.166,-6.084
4.75,-3.178,-6.084
4.76,-3.169,-6.084
4.77,-3.172,-6.084
4.78,-3.169,-6.084
4.79,-3.172,-6.084
4.80,-3.172,-6.084
4.81,-3.172,-6.084
4.82,-3.181,-6.084
4.83,-3.163,-6.084
4.84,-3.166,-6.084
4.85,-3.166,-6.084
4.86,-3.172,-6.084
4.87,-3.163,-6.084
4.88,-3.166,-6.084
4.89,-3.175,-6.084
4.90,-3.169,-6.084
4.91,-3.172,-6.084
4.92,-3.169,-6.084
4.93,-3.178,-6.084
4.94,-3.175,-6.084
4.95,-3.175,-6.084
4.96,-3.181,-6.084
4.97,-3.166,-6.084
4.98,-3.166,-6.084
4.99,-3.166,-6.084
5.00,-3.169,-6.084
5.01,-3.169,-6.084
5.02,-3.166,-6.084
5.03,-3.181,-6.084
5.04,-3.172,-6.084
5.05,-3.169,-6.084
5.06,-3.181,-6.084
5.07,-3.172,-6.084
5.08,-3.172,-6.084
5.09,-3.175,-6.084
5.10,-3.181,-6.084
5.11,-3.166,-6.084
5.12,-3.166,-6.084
5.13,-3.178,-6.084
5.14,-3.166,-6.084
5.15,-3.166,-6.084
5.16,-3.169,-6.084
5.17,-3.169,-6.084
5.18,-3.172,-6.084
5.19,-3.172,-6.084
5.20,-3.175,-6.084
5.21,-3.175,-6.084
5.22,-3.175,-6.084
5.23,-3.187,-6.084
5.24,-3.169,-6.084
5.25,-3.169,-6.084
5.26,-3.181,-6.084
5.27,-3.166,-6.084
5.28,-3.169,-6.084
5.29,-3.169,-6.084
5.30,-3.169,-6.084
5.31,-3.172,-6.084
5.32,-3.172,-6.084
5.33,-3.172,-6.084
5.34,-3.172,-6.084
5.35,-3.172,-6.084
5.36,-3.184,-6.084
5.37,-3.175,-6.084
5.38,-3.175,-6.084
5.39,-3.181,-6.084
5.40,-3.169,-6.084
5.41,-3.169,-6.084
5.42,-3.184,-6.084
5.43,-3.169,-6.084
5.44,-3.172,-6.084
5.45,-3.184,-6.084
5.46,-3.172,-6.084
5.47,-3.172,-6.084
5.48,-3.184,-6.084
5.49,-3.172,-6.084
5.50,-3.175,-6.084
5.51,-3.190,-6.084
5.52,-3.178,-6.084
5.53,-3.178,-6.084
5.54,-3.178,-6.084
5.55,-3.169,-6.084
5.56,-3.172,-6.084
5.57,-3.181,-6.084
5.58,-3.172,-6.084
5.59,-3.169,-6.084
5.60,-3.184,-6.084
5.61,-3.172,-6.084
5.62,-3.172,-6.084
5.63,-3.184,-6.084
5.64,-3.175,-6.084
5.65,-3.178,-6.084
5.66,-3.196,-6.084
5.67,-3.175,-6.084
5.68,-3.181,-6.084
5.69,-3.184,-6.084
5.70,-3.172,-6.084
5.71,-3.172,-6.084
5.72,-3.184,-6.084
5.73,-3.172,-6.084
5.74,-3.172,-6.084
5.75,-3.181,-6.084
5.76,-3.172,-6.084
5.77,-3.172,-6.084
5.78,-3.181,-6.084
5.79,-3.175,-6.084
5.80,-3.175,-6.084
5.81,-3.181,-6.084
5.82,-3.181,-6.084
5.83,-3.181,-6.084
5.84,-3.169,-6.084
5.85,-3.172,-6.084
5.86,-3.181,-6.084
5.87,-3.172,-6.084
5.88,-3.172,-6.084
5.89,-3.184,-6.084
5.90,-3.172,-6.084
5.91,-3.172,-6.084
5.92,-3.187,-6.084
5.93,-3.175,-6.084
5.94,-3.178,-6.084
5.95,-3.181,-6.084
5.96,-3.178,-6.084
5.97,-3.184,-6.084
5.98,-3.178,-6.084
5.99,-3.181,-6.084
6.00,-3.181,-6.084
6.01,-3.172,-6.084
6.02,-3.175,-6.084
6.03,-3.184,-6.084
6.04,-3.172,-6.084
6.05,-3.175,-6.084
6.06,-3.187,-6.084
6.07,-3.175,-6.084
6.08,-3.175,-6.084
6.09,-3.178,-6.084
6.10,-3.175,-6.084
6.11,-3.181,-6.084
6.12,-3.181,-6.084
6.13,-3.184,-6.084
6.14,-3.196,-6.084
6.15,-3.175,-6.084
6.16,-3.175,-6.084
6.17,-3.184,-6.084
6.18,-3.175,-6.084
6.19,-3.175,-6.084
6.20,-3.172,-6.084
6.21,-3.172,-6.084
6.22,-3.187,-6.084
6.23,-3.175,-6.084
6.24,-3.181,-6.084
6.25,-3.184,-6.084
6.26,-3.181,-6.084
6.27,-3.181,-6.084
6.28,-3.184,-6.084
6.29,-3.181,-6.084
6.30,-3.196,-6.084
6.31,-3.175,-6.084
6.32,-3.175,-6.084
6.33,-3.178,-6.084
6.34,-3.175,-6.084
6.35,-3.181,-6.084
6.36,-3.175,-6.084
6.37,-3.178,-6.084
6.38,-3.187,-6.084
6.39,-3.181,-6.084
6.40,-3.181,-6.084
6.41,-3.178,-6.084
6.42,-3.181,-6.084
6.43,-3.196,-6.084
6.44,-3.184,-6.084
6.45,-3.184,-6.084
6.46,-3.181,-6.084
6.47,-3.175,-6.084
6.48,-3.190,-6.084
6.49,-3.175,-6.084
6.50,-3.178,-6.084
6.51,-3.178,-6.084
6.52,-3.181,-6.084
6.53,-3.190,-6.084
6.54,-3.181,-6.084
6.55,-3.181,-6.084
6.56,-3.181,-6.084
6.57,-3.181,-6.084
6.58,-3.190,-6.084
6.59,-3.181,-6.084
6.60,-3.190,-6.084
6.61,-3.190,-6.084
6.62,-3.187,-6.084
6.63,-3.193,-6.084
6.64,-3.178,-6.084
6.65,-3.181,-6.084
6.66,-3.178,-6.084
6.67,-3.181,-6.084
6.68,-3.190,-6.084
6.69,-3.181,-6.084
6.70,-3.181,-6.084
6.71,-3.181,-6.084
6.72,-3.184,-6.084
6.73,-3.196,-6.084
6.74,-3.184,-6.084
6.75,-3.190,-6.084
6.76,-3.184,-6.084
6.77,-3.190,-6.084
6.78,-3.199,-6.084
6.79,-3.181,-6.084
6.80,-3.181,-6.084
6.81,-3.181,-6.084
6.82,-3.181,-6.084
6.83,-3.187,-6.084
6.84,-3.181,-6.084
6.85,-3.193,-6.084
6.86,-3.184,-6.084
6.87,-3.187,-6.084
6.88,-3.184,-6.084
6.89,-3.184,-6.084
6.90,-3.199,-6.084
6.91,-3.193,-6.084
6.92,-3.196,-6.084
6.93,-3.190,-6.084
6.94,-3.181,-6.084
6.95,-3.181,-6.084
6.96,-3.181,-6.084
6.97,-3.196,-6.084
6.98,-3.181,-6.084
6.99,-3.193,-6.084
7.00,-3.184,-6.084
7.01,-3.184,-6.084
7.02,-3.184,-6.084
7.03,-3.184,-6.084
7.04,-3.199,-6.084
7.05,-3.187,-6.084
7.06,-3.199,-6.084
7.07,-3.196,-6.084
7.08,-3.196,-6.084
7.09,-3.190,-6.084
7.10,-3.187,-6.084
7.11,-3.190,-6.084
7.12,-3.181,-6.084
7.13,-3.196,-6.084
7.14,-3.184,-6.084
7.15,-3.184,-6.084
7.16,-3.187,-6.084
7.17,-3.187,-6.084
7.18,-3.187,-6.084
7.19,-3.190,-6.084
7.20,-3.199,-6.084
7.21,-3.193,-6.084
7.22,-3.205,-6.084
7.23,-3.196,-6.084
7.24,-3.196,-6.084
7.25,-3.187,-6.084
7.26,-3.187,-6.084
7.27,-3.187,-6.084
7.28,-3.187,-6.084
7.29,-3.199,-6.084
7.30,-3.190,-6.084
7.31,-3.199,-6.084
7.32,-3.190,-6.084
7.33,-3.193,-6.084
7.34,-3.190,-6.084
7.35,-3.196,-6.084
7.36,-3.190,-6.084
7.37,-3.196,-6.084
7.38,-3.205,-6.084
7.39,-3.196,-6.084
7.40,-3.208,-6.084
7.41,-3.187,-6.084
7.42,-3.193,-6.084
7.43,-3.190,-6.084
7.44,-3.190,-6.084
7.45,-3.187,-6.084
7.46,-3.190,-6.084
7.47,-3.190,-6.084
7.48,-3.193,-6.084
7.49,-3.196,-6.084
7.50,-3.196,-6.084
7.51,-3.208,-6.084
7.52,-3.196,-6.084
7.53,-3.208,-6.084
7.54,-3.199,-6.084
7.55,-3.205,-6.084
7.56,-3.193,-6.084
7.57,-3.193,-6.084
7.58,-3.190,-6.084
7.59,-3.193,-6.084
7.60,-3.193,-6.084
7.61,-3.193,-6.084
7.62,-3.193,-6.084
7.63,-3.196,-6.084
7.64,-3.202,-6.084
7.65,-3.196,-6.084
7.66,-3.208,-6.084
7.67,-3.196,-6.084
7.68,-3.214,-6.084
7.69,-3.202,-6.084
7.70,-3.214,-6.084
7.71,-3.199,-6.084
7.72,-3.199,-6.084
7.73,-3.196,-6.084
7.74,-3.196,-6.084
7.75,-3.196,-6.084
7.76,-3.196,-6.084
7.77,-3.193,-6.084
7.78,-3.196,-6.084
7.79,-3.196,-6.084
7.80,-3.199,-6.084
7.81,-3.196,-6.084
7.82,-3.202,-6.084
7.83,-3.199,-6.084
7.84,-3.208,-6.084
7.85,-3.205,-6.084
7.86,-3.208,-6.084
7.87,-3.199,-6.084
7.88,-3.196,-6.084
7.89,-3.205,-6.084
7.90,-3.196,-6.084
7.91,-3.208,-6.084
7.92,-3.199,-6.084
7.93,-3.208,-6.084
7.94,-3.199,-6.084
7.95,-3.208,-6.084
7.96,-3.202,-6.084
7.97,-3.220,-6.084
7.98,-3.205,-6.084
7.99,-3.220,-6.084
8.00,-3.208,-6.084
8.01,-3.220,-6.084
8.02,-3.208,-6.084
8.03,-3.220,-6.084
8.04,-3.202,-6.084
8.05,-3.220,-6.084
8.06,-3.199,-6.084
8.07,-3.214,-6.084
8.08,-3.202,-6.084
8.09,-3.214,-6.084
8.10,-3.202,-6.084
8.11,-3.214,-6.084
8.12,-3.205,-6.084
8.13,-3.214,-6.084
8.14,-3.205,-6.084
8.15,-3.211,-6.084
8.16,-3.214,-6.084
8.17,-3.217,-6.084
8.18,-3.214,-6.084
8.19,-3.208,-6.084
8.20,-3.202,-6.084
8.21,-3.205,-6.084
8.22,-3.205,-6.084
8.23,-3.205,-6.084
8.24,-3.208,-6.084
8.25,-3.208,-6.084
8.26,-3.208,-6.084
8.27,-3.208,-6.084
8.28,-3.208,-6.084
8.29,-3.211,-6.084
8.30,-3.211,-6.084
8.31,-3.211,-6.084
8.32,-3.220,-6.084
8.33,-3.214,-6.084
8.34,-3.214,-6.084
8.35,-3.208,-6.084
8.36,-3.211,-6.084
8.37,-3.208,-6.084
8.38,-3.217,-6.084
8.39,-3.208,-6.084
8.40,-3.217,-6.084
8.41,-3.211,-6.084
8.42,-3.223,-6.084
8.43,-3.214,-6.084
8.44,-3.223,-6.084
8.45,-3.214,-6.084
8.46,-3.220,-6.084
8.47,-3.220,-6.084
8.48,-3.214,-6.084
8.49,-3.217,-6.084
8.50,-3.211,-6.084
8.51,-3.214,-6.084
8.52,-3.214,-6.084
8.53,-3.214,-6.084
8.54,-3.214,-6.084
8.55,-3.217,-6.084
8.56,-3.217,-6.084
8.57,-3.226,-6.084
8.58,-3.217,-6.084
8.59,-3.232,-6.084
8.60,-3.220,-6.084
8.61,-3.220,-6.084
8.62,-3.223,-6.084
8.63,-3.220,-6.084
8.64,-3.217,-6.084
8.65,-3.214,-6.084
8.66,-3.217,-6.084
8.67,-3.214,-6.084
8.68,-3.217,-6.084
8.69,-3.220,-6.084
8.70,-3.229,-6.081
8.71,-3.220,-6.084
8.72,-3.229,-6.075
8.73,-3.223,-6.084
8.74,-3.220,-6.075
8.75,-3.223,-6.081
8.76,-3.226,-6.072
8.77,-3.232,-6.075
8.78,-3.229,-6.066
8.79,-3.238,-6.069
8.80,-3.220,-6.063
8.81,-3.232,-6.072
8.82,-3.223,-6.084
8.83,-3.220,-6.075
8.84,-3.220,-6.081
8.85,-3.220,-6.060
8.86,-3.223,-6.063
8.87,-3.223,-6.057
8.88,-3.235,-6.060
8.89,-3.229,-6.057
8.90,-3.238,-6.054
8.91,-3.232,-6.063
8.92,-3.232,-6.051
8.93,-3.232,-6.057
8.94,-3.223,-6.048
8.95,-3.229,-6.057
8.96,-3.229,-6.057
8.97,-3.238,-6.063
8.98,-3.229,-6.060
8.99,-3.229,-6.042
9.00,-3.229,-6.057
9.01,-3.229,-6.039
9.02,-3.229,-6.042
9.03,-3.232,-6.036
9.04,-3.244,-6.042
9.05,-3.241,-6.042
9.06,-3.244,-6.039
9.07,-3.241,-6.045
9.08,-3.229,-6.033
9.09,-3.229,-6.039
9.10,-3.229,-6.039
9.11,-3.244,-6.039
9.12,-3.232,-6.036
9.13,-3.235,-6.027
9.14,-3.235,-6.039
9.15,-3.235,-6.024
9.16,-3.238,-6.027
9.17,-3.238,-6.018
9.18,-3.250,-6.021
9.19,-3.244,-6.030
9.20,-3.241,-6.018
9.21,-3.241,-6.027
9.22,-3.235,-6.015
9.23,-3.241,-6.024
9.24,-3.238,-6.024
9.25,-3.250,-6.027
9.26,-3.238,-6.024
9.27,-3.238,-6.006
9.28,-3.241,-6.015
9.29,-3.241,-6.006
9.30,-3.256,-6.006
9.31,-3.244,-6.012
9.32,-3.250,-6.000
9.33,-3.247,-6.015
9.34,-3.247,-5.997
9.35,-3.247,-6.000
9.36,-3.241,-6.000
9.37,-3.253,-6.009
9.38,-3.244,-6.018
9.39,-3.244,-5.994
9.40,-3.244,-5.997
9.41,-3.244,-5.994
9.42,-3.262,-5.991
9.43,-3.247,-6.000
9.44,-3.247,-5.991
9.45,-3.256,-5.991
9.46,-3.256,-5.985
9.47,-3.265,-5.982
9.48,-3.247,-5.994
9.49,-3.247,-5.991
9.50,-3.250,-5.997
9.51,-3.250,-5.991
9.52,-3.268,-5.979
9.53,-3.253,-5.988
9.54,-3.250,-5.979
9.55,-3.256,-5.979
9.56,-3.256,-5.970
9.57,-3.268,-5.976
9.58,-3.265,-5.979
9.59,-3.259,-5.973
9.60,-3.262,-5.970
9.61,-3.256,-5.967
9.62,-3.268,-5.979
9.63,-3.256,-5.991
9.64,-3.256,-5.973
9.65,-3.259,-5.967
9.66,-3.256,-5.961
9.67,-3.265,-5.961
9.68,-3.262,-5.967
9.69,-3.262,-5.955
9.70,-3.277,-5.961
9.71,-3.268,-5.964
9.72,-3.265,-5.952
9.73,-3.265,-5.952
9.74,-3.262,-5.952
9.75,-3.274,-5.967
9.76,-3.265,-5.967
9.77,-3.265,-5.952
9.78,-3.271,-5.952
9.79,-3.265,-5.943
9.80,-3.271,-5.943
9.81,-3.271,-5.952
9.82,-3.271,-5.943
9.83,-3.292,-5.943
9.84,-3.277,-5.952
9.85,-3.265,-5.937
9.86,-3.271,-5.940
9.87,-3.268,-5.946
9.88,-3.277,-5.946
9.89,-3.271,-5.952
9.90,-3.268,-5.931
9.91,-3.286,-5.931
9.92,-3.277,-5.940
9.93,-3.274,-5.931
9.94,-3.280,-5.931
